year,brand,km_driven,mileage,engine,max_power,torque,seats,fuel_type,transmission,owner_count,price
2021,Toyota,159961,21.35,2011,104.0,396.5,4,Electric,Manual,3,114011
2018,Volkswagen,141030,22.58,2732,139.0,159.9,5,Electric,Manual,1,194421
2016,Kia,36260,12.94,1418,94.2,117.8,5,Petrol,Automatic,1,119650
2001,Hyundai,184136,12.38,2573,175.0,70.4,4,Petrol,Manual,3,191069
2018,Honda,26620,13.91,2119,70.3,78.9,7,Petrol,Automatic,1,48795
2009,Honda,115410,15.5,2797,138.5,382.0,7,Electric,Manual,1,131119
2011,Tata,126310,17.12,2989,153.9,369.1,7,Diesel,Manual,2,181295
2009,Honda,125843,11.58,2103,128.1,249.5,6,Electric,Automatic,2,135582
2004,Honda,66752,18.13,1430,74.0,149.4,5,Petrol,Manual,1,66119
2022,Mahindra,24586,28.43,1591,98.4,356.8,4,Electric,Manual,2,83869
1998,Honda,70910,24.84,1924,176.3,81.4,7,Electric,Automatic,1,157629
2016,Mahindra,142295,24.62,1686,54.4,196.4,6,Diesel,Automatic,2,75831
2011,Honda,9175,17.27,2737,165.6,340.7,7,Petrol,Automatic,3,207722
1998,Hyundai,90142,21.99,1519,114.7,353.6,4,CNG,Automatic,2,136410
2016,Renault,197500,15.47,1912,97.5,231.0,7,Electric,Manual,3,126939
2017,Honda,40063,17.72,2331,52.4,73.7,5,Petrol,Automatic,3,38477
2023,Tata,199972,17.59,2271,46.2,302.0,5,Petrol,Manual,3,106442
2016,Hyundai,144993,25.52,889,90.2,169.9,4,Petrol,Automatic,2,78071
2005,Maruti,167616,20.43,2426,159.8,106.6,4,Electric,Manual,3,216665
1998,Renault,102957,17.94,2804,154.6,309.1,4,CNG,Manual,3,146419
2006,Honda,49372,13.38,921,98.0,110.0,5,Petrol,Automatic,2,70588
2023,Hyundai,178150,28.41,1812,176.7,271.8,4,CNG,Automatic,1,186917
2017,Hyundai,136779,17.12,889,90.1,113.4,7,CNG,Manual,3,108945
2004,Mahindra,192165,16.69,2785,147.4,213.0,5,Electric,Automatic,3,214864
2008,Tata,85193,17.29,1975,127.4,288.4,5,Diesel,Automatic,2,108543
2012,Hyundai,150351,15.14,1148,59.1,70.9,4,Diesel,Automatic,1,73937
2000,Tata,92151,26.71,1158,60.9,340.3,6,Diesel,Automatic,1,108996
1999,Maruti,174040,23.9,1841,70.1,148.0,7,Diesel,Automatic,3,106569
1996,Kia,182396,23.76,1472,178.4,344.9,5,CNG,Manual,3,227650
2019,Toyota,101994,20.16,2921,91.1,394.6,4,Electric,Manual,1,112406
2007,Mahindra,74325,14.23,1349,146.8,138.5,7,CNG,Manual,2,128916
2017,Honda,161070,18.88,2397,80.6,264.6,5,Petrol,Automatic,1,125919
2008,Tata,98047,26.96,1412,83.2,89.2,4,Petrol,Manual,3,142250
1997,Maruti,51665,24.59,2579,41.2,99.5,7,Petrol,Automatic,3,63252
2017,Ford,198240,20.63,1255,99.9,207.0,5,CNG,Automatic,1,112618
2005,Renault,92539,26.15,2323,40.4,385.0,5,Petrol,Manual,2,30000
2021,Honda,134537,18.96,2918,124.6,371.7,5,Electric,Automatic,3,178027
2016,Hyundai,103573,26.03,2707,74.9,297.6,6,Diesel,Automatic,2,77523
2017,Toyota,124847,21.04,1830,93.7,283.7,4,CNG,Manual,2,91613
1998,Renault,94912,15.78,2071,126.2,305.9,6,CNG,Automatic,1,103990
2007,Renault,85083,22.22,1138,156.6,361.8,7,CNG,Automatic,2,190700
2023,Renault,77709,24.08,1943,78.5,225.0,4,Diesel,Automatic,1,133763
2020,Hyundai,173187,23.81,2859,138.7,104.6,6,CNG,Manual,3,171406
2023,Toyota,155428,24.54,1305,141.5,201.3,6,Electric,Automatic,3,143946
2002,Volkswagen,100480,27.85,1728,112.6,175.6,5,Diesel,Manual,1,132585
2002,Maruti,57011,13.17,1092,123.5,244.9,5,Electric,Manual,2,120785
2017,Ford,74718,24.1,2677,175.1,68.2,4,Diesel,Automatic,3,187644
2007,Volkswagen,32441,27.2,1801,127.3,72.5,4,Diesel,Manual,2,111289
2017,Tata,141704,17.45,2810,100.8,328.8,6,Diesel,Automatic,1,161986
2004,Ford,42254,18.03,2817,126.1,311.7,7,Petrol,Manual,2,190351
2007,Volkswagen,150899,13.71,2133,41.4,319.5,6,Petrol,Manual,3,65518
2007,Mahindra,152757,21.43,2977,43.9,348.1,6,Diesel,Automatic,1,39859
2018,Tata,81787,28.91,1845,109.5,189.4,6,CNG,Automatic,2,114712
2011,Tata,130384,14.08,1324,138.0,324.9,4,Petrol,Manual,2,150359
2000,Tata,90329,26.22,2459,71.4,288.7,6,Electric,Automatic,1,99707
1996,Kia,72569,14.32,1395,68.7,341.9,7,Electric,Automatic,2,84357
2011,Toyota,170161,12.89,2608,189.5,398.3,7,Electric,Manual,3,254545
2006,Hyundai,104184,21.85,1036,43.7,70.3,4,CNG,Automatic,1,30000
2020,Kia,179052,22.72,2115,61.2,302.0,7,Diesel,Manual,1,82652
2017,Volkswagen,85031,25.47,1574,89.0,134.5,5,Petrol,Manual,2,144444
2000,Ford,186755,21.1,1114,90.0,314.8,4,Electric,Manual,2,74119
1999,Mahindra,42444,18.14,1818,179.3,179.8,6,Petrol,Manual,2,251307
1999,Tata,39612,12.94,2617,163.9,276.5,4,Electric,Manual,1,188164
2019,Ford,66318,19.05,2661,98.6,193.0,6,Diesel,Manual,1,93982
2003,Mahindra,151634,25.47,1524,154.8,90.6,4,Petrol,Manual,2,161408
2022,Mahindra,30950,28.65,961,195.2,213.8,5,Diesel,Automatic,2,274344
2022,Tata,82868,23.61,2425,178.8,334.2,4,Electric,Automatic,3,203854
2016,Renault,71895,26.23,1702,128.7,116.5,6,Electric,Manual,2,159449
2023,Hyundai,196692,23.8,1623,146.0,175.5,7,Diesel,Automatic,1,183112
1997,Volkswagen,119760,14.72,2062,77.3,277.1,7,CNG,Automatic,2,53830
2017,Kia,16857,26.89,1864,76.0,323.9,5,CNG,Manual,1,93495
2014,Volkswagen,66020,25.16,974,82.7,176.1,5,Petrol,Automatic,3,48805
1999,Mahindra,172697,14.27,2555,51.3,211.7,7,Diesel,Automatic,3,53662
2001,Toyota,104780,20.11,906,116.5,196.3,6,Electric,Manual,3,104250
2006,Renault,11069,28.68,2563,85.5,216.5,6,Diesel,Automatic,3,80879
2001,Toyota,11724,23.6,1603,136.4,80.7,7,Electric,Manual,1,123323
2004,Hyundai,187634,28.01,2529,151.4,240.0,7,Petrol,Manual,3,167866
2002,Mahindra,195520,15.2,2621,119.3,170.1,6,Diesel,Manual,2,109901
2011,Mahindra,52865,26.54,2525,46.2,251.0,4,CNG,Manual,2,66164
1999,Toyota,35569,13.59,2414,138.2,179.9,4,Electric,Manual,1,150721
2009,Honda,22933,25.5,2636,86.1,96.8,6,Petrol,Manual,1,66237
2022,Mahindra,181050,23.21,949,63.1,256.7,5,CNG,Manual,2,120817
2003,Kia,74874,26.19,2712,77.8,157.3,6,CNG,Manual,1,98391
2017,Kia,188043,25.12,2045,91.8,268.6,7,Electric,Automatic,2,134139
2005,Kia,76508,19.36,848,117.2,87.6,7,Petrol,Manual,2,121350
2022,Tata,100447,28.12,2977,138.5,262.9,4,Electric,Manual,1,161784
2007,Renault,107769,17.82,1152,62.9,139.5,4,Electric,Manual,3,54317
2012,Maruti,131567,18.68,1593,155.1,204.6,4,Electric,Manual,2,234292
2011,Maruti,172268,25.22,1309,73.4,287.3,5,Diesel,Manual,2,55987
2018,Ford,193583,26.16,2214,63.4,322.3,5,Diesel,Automatic,2,79837
2003,Mahindra,78085,16.71,2234,91.1,140.5,7,Petrol,Automatic,2,79425
2004,Hyundai,98543,20.77,2470,65.6,165.3,5,Electric,Automatic,1,82587
1999,Toyota,29835,13.89,2718,190.2,252.3,5,Electric,Automatic,3,243229
2005,Toyota,163889,11.36,1337,69.6,102.1,5,CNG,Automatic,1,126440
2016,Tata,117378,17.65,1448,172.5,189.8,4,Diesel,Manual,2,223764
2009,Renault,191194,28.89,2422,117.9,98.5,4,Diesel,Automatic,3,132210
1996,Honda,136804,15.36,2965,188.2,152.9,5,Electric,Manual,2,206278
2021,Ford,1360,10.81,1929,172.1,106.6,4,Petrol,Automatic,2,222977
2015,Hyundai,189174,22.91,953,166.3,383.4,4,CNG,Automatic,2,191651
2022,Kia,124219,17.58,1799,146.7,181.1,6,Electric,Automatic,3,173571
2014,Ford,142521,24.81,2043,146.7,81.5,5,Diesel,Manual,1,174812
2018,Maruti,182750,15.18,840,195.6,211.6,5,CNG,Automatic,2,222433
2018,Toyota,89358,24.14,1382,133.1,299.9,4,Electric,Automatic,3,123852
2008,Hyundai,108893,27.23,2317,189.0,310.7,4,Petrol,Automatic,3,258039
1999,Volkswagen,33203,19.95,1807,79.1,187.9,7,CNG,Automatic,2,83704
2021,Mahindra,67541,29.1,1381,76.4,339.6,6,Petrol,Manual,1,96443
2018,Kia,77074,26.07,2056,181.4,216.9,7,Diesel,Manual,1,249633
2000,Honda,174424,18.8,1928,192.9,110.4,6,Electric,Automatic,2,215102
2020,Mahindra,179850,16.69,1677,106.0,391.9,5,Diesel,Automatic,2,125886
2016,Volkswagen,125466,29.86,2440,197.6,358.8,7,Diesel,Automatic,1,221479
2023,Hyundai,9997,28.64,1570,115.5,168.4,7,CNG,Manual,2,129748
2009,Toyota,150594,24.63,1906,152.5,334.2,6,Electric,Manual,3,134413
2023,Hyundai,95279,17.09,1675,112.6,246.9,5,CNG,Automatic,3,133417
1998,Renault,138634,11.88,2590,161.1,374.5,4,Electric,Manual,1,212282
2004,Ford,180891,12.65,2274,160.7,218.0,5,CNG,Automatic,2,152724
2022,Ford,41031,25.19,2820,67.6,145.9,7,Petrol,Automatic,2,78119
2021,Ford,190448,23.05,1323,110.9,270.9,4,Diesel,Manual,1,180369
2013,Kia,34451,15.24,2492,138.6,76.7,5,Diesel,Manual,1,213319
2003,Hyundai,115695,11.67,1624,85.4,157.9,4,Petrol,Manual,2,139436
2015,Tata,43567,29.75,1275,167.7,349.1,5,Electric,Manual,3,203664
2020,Toyota,30824,23.8,2931,74.6,279.9,4,CNG,Manual,2,83156
2004,Volkswagen,166912,10.17,1619,174.4,276.2,4,Electric,Manual,1,219607
1998,Tata,9095,13.19,1480,160.9,179.3,7,Diesel,Manual,3,137318
2016,Kia,196517,22.53,1431,121.4,124.0,4,Diesel,Automatic,3,120029
1998,Maruti,102897,12.61,2145,198.6,326.7,7,Diesel,Manual,2,224144
2000,Hyundai,85847,17.4,1302,112.9,198.3,6,CNG,Manual,2,133522
2020,Tata,148171,23.33,2913,149.9,61.8,5,Electric,Automatic,3,221110
2002,Ford,41405,10.07,2577,81.7,294.7,7,Diesel,Manual,2,144283
2010,Honda,160632,10.05,2549,170.9,69.1,4,Petrol,Manual,2,194705
2002,Maruti,87908,17.36,1077,51.9,101.8,7,CNG,Manual,2,94717
2022,Ford,41842,29.67,2168,73.8,378.4,6,Electric,Automatic,2,121886
2010,Hyundai,14742,13.97,1216,100.5,161.4,4,Petrol,Manual,3,80341
2000,Tata,100055,18.9,1552,114.7,256.2,4,CNG,Automatic,1,168236
2011,Toyota,76048,23.59,1943,109.5,148.0,6,Diesel,Manual,2,129367
2023,Volkswagen,100727,17.65,1531,103.3,152.3,6,Electric,Manual,1,121341
1995,Toyota,184448,21.97,2400,113.7,94.0,4,Petrol,Manual,1,147620
2013,Kia,102917,10.85,1557,138.8,88.2,5,Diesel,Automatic,1,189232
2012,Ford,23475,20.31,1742,131.8,333.9,7,Petrol,Automatic,2,127095
2011,Maruti,24278,15.82,2846,197.1,111.3,7,Electric,Automatic,2,256765
2011,Toyota,87460,28.53,2799,196.4,385.5,5,CNG,Manual,2,276951
2022,Volkswagen,56344,20.57,1853,199.5,99.5,7,Electric,Manual,2,207550
2006,Tata,123713,16.62,928,135.1,299.4,6,Petrol,Automatic,2,130760
2006,Hyundai,95681,15.27,1521,65.3,241.3,4,Petrol,Manual,3,59731
2000,Toyota,69939,11.79,2472,198.3,308.4,5,Diesel,Automatic,1,250111
2001,Hyundai,101649,21.84,2254,198.5,169.6,7,Diesel,Manual,1,206169
2002,Maruti,136230,13.64,2810,98.9,244.3,4,Diesel,Manual,3,121356
1997,Maruti,119110,28.06,1674,109.1,363.1,7,Petrol,Manual,1,151657
2011,Kia,16897,28.83,922,175.5,142.6,5,Diesel,Manual,2,232700
2015,Kia,72077,19.28,1543,123.5,138.3,6,Petrol,Automatic,1,184790
2002,Toyota,127405,17.43,2354,44.4,239.4,7,Petrol,Automatic,2,30000
2022,Renault,153064,18.44,2919,103.0,301.6,5,Electric,Automatic,3,122643
2021,Volkswagen,79401,16.45,2172,116.6,261.6,4,Petrol,Automatic,3,112888
2005,Ford,117058,28.42,1450,112.3,296.9,5,Petrol,Manual,3,159110
2014,Mahindra,44953,28.93,2677,40.8,316.6,4,CNG,Automatic,2,105149
2012,Volkswagen,45809,17.79,2346,105.0,174.8,6,CNG,Automatic,3,107362
2010,Hyundai,65968,27.49,1703,199.8,224.9,5,Petrol,Automatic,2,268077
2019,Kia,196891,22.55,1967,105.1,118.7,4,Electric,Manual,1,135498
2022,Ford,159218,26.74,2043,139.7,351.4,5,Electric,Automatic,3,207719
2007,Toyota,87531,20.42,2904,45.0,258.7,4,Electric,Automatic,2,30000
2003,Volkswagen,76135,12.34,2568,71.4,319.1,6,Diesel,Automatic,2,99269
2013,Hyundai,119630,18.67,2660,65.8,172.0,7,Electric,Automatic,2,119243
2001,Hyundai,108866,20.14,2575,139.3,264.0,5,CNG,Automatic,3,206633
2023,Honda,143736,24.14,1061,170.1,220.1,4,Diesel,Automatic,1,216917
2011,Tata,197872,25.68,2857,93.2,228.3,4,Electric,Automatic,1,142124
2002,Maruti,110166,12.3,1707,140.6,201.7,6,Petrol,Automatic,1,168824
2002,Mahindra,144877,23.03,1440,89.0,157.9,5,CNG,Manual,3,146515
2023,Volkswagen,105156,19.98,1536,54.0,152.7,5,Electric,Automatic,2,102322
1997,Honda,162732,21.01,1776,72.0,214.8,4,CNG,Automatic,1,36790
2010,Ford,177116,13.57,2674,142.4,368.7,5,Diesel,Manual,3,175744
2006,Ford,16094,11.99,946,52.5,116.3,6,Petrol,Manual,2,106038
2009,Volkswagen,194297,16.17,1958,166.6,319.8,7,Petrol,Manual,2,218317
2015,Mahindra,124917,15.82,2086,56.0,345.2,4,Petrol,Manual,2,30000
1998,Kia,57715,16.14,1652,48.2,135.6,7,Diesel,Manual,3,70954
2017,Volkswagen,123951,29.93,1107,145.3,294.5,4,Diesel,Automatic,1,188744
2021,Renault,105773,20.77,1253,48.6,88.0,7,Electric,Automatic,3,109477
2001,Kia,185251,28.06,1906,188.0,323.5,5,Electric,Manual,3,262300
2005,Tata,159163,23.34,2924,156.2,302.9,5,CNG,Manual,1,193570
2018,Renault,188862,11.79,2683,137.8,384.3,5,Electric,Manual,1,169327
1999,Volkswagen,53470,18.27,2289,141.8,154.3,5,Electric,Manual,1,186636
2007,Hyundai,69432,21.44,1760,161.5,240.3,6,Electric,Automatic,2,144324
2005,Mahindra,185372,24.79,2619,117.3,191.5,4,Diesel,Manual,3,112050
1999,Renault,25438,22.91,2294,103.8,237.0,4,Diesel,Automatic,1,90272
2002,Hyundai,188981,26.63,2978,147.0,387.3,5,Petrol,Manual,2,148569
2015,Hyundai,177001,23.77,1206,56.9,254.1,6,Petrol,Manual,2,96891
2023,Honda,133076,10.41,1922,63.0,131.3,7,CNG,Manual,2,80996
2023,Hyundai,191986,11.56,2453,109.3,334.4,4,Electric,Automatic,1,135182
2011,Toyota,106014,23.55,1595,143.1,338.3,4,CNG,Manual,1,187535
2005,Toyota,4168,21.44,1793,186.5,130.8,5,Electric,Automatic,3,180860
2013,Maruti,161140,14.22,2649,46.3,398.7,6,Diesel,Automatic,3,95126
2012,Tata,63106,15.52,1366,45.0,326.9,7,Petrol,Automatic,1,60413
2022,Ford,32677,17.37,1192,156.0,279.6,5,CNG,Automatic,1,166585
2004,Ford,36339,20.73,813,182.2,228.1,4,CNG,Manual,3,261376
1999,Mahindra,78796,29.98,1165,63.1,167.3,5,Electric,Manual,1,62801
2023,Toyota,182950,29.15,1975,41.1,112.0,6,Petrol,Automatic,1,44931
2018,Hyundai,53206,19.33,1603,199.5,159.8,6,Diesel,Automatic,3,199787
2019,Mahindra,35434,24.49,2640,186.6,186.4,5,CNG,Manual,2,244416
2019,Toyota,42731,13.59,963,82.2,348.0,5,Petrol,Manual,1,106423
1995,Renault,22774,16.88,1915,157.3,352.4,6,CNG,Automatic,3,147856
2011,Volkswagen,41155,28.2,1446,147.5,346.3,4,CNG,Automatic,2,160920
2011,Maruti,116246,12.67,1000,78.6,394.8,5,Petrol,Manual,1,79934
1995,Ford,66175,27.06,837,186.0,346.5,6,Diesel,Automatic,1,250179
2019,Mahindra,68525,11.09,2379,129.5,167.4,4,Electric,Automatic,2,151617
1995,Volkswagen,164530,15.94,1075,82.6,347.5,5,Electric,Automatic,3,110179
2017,Mahindra,99524,15.36,1259,99.4,273.1,5,CNG,Manual,1,104449
2016,Maruti,100727,21.9,821,45.4,285.7,5,CNG,Automatic,1,30000
2003,Kia,127284,14.55,1933,45.5,379.0,6,Electric,Manual,1,40213
2021,Ford,66482,14.01,1168,134.8,109.4,7,Electric,Automatic,2,142701
2019,Hyundai,92361,22.28,2349,55.2,62.0,4,Diesel,Manual,2,116758
1998,Mahindra,157241,28.77,2526,76.5,238.8,5,Diesel,Automatic,3,130175
2003,Renault,95776,10.07,2240,64.4,170.4,7,Electric,Manual,1,102980
2008,Ford,187798,28.86,1344,113.6,255.9,6,CNG,Manual,3,121274
2009,Hyundai,99534,16.5,1171,110.0,366.5,6,Electric,Automatic,2,79111
2010,Ford,111781,13.99,1483,79.2,379.1,4,Electric,Automatic,1,81219
2010,Tata,11397,18.58,2610,86.8,229.0,4,Diesel,Automatic,1,99059
2007,Renault,27126,29.95,1402,187.8,348.9,7,CNG,Manual,3,184563
2008,Kia,55515,21.39,1869,92.4,70.9,4,CNG,Manual,2,148401
2016,Ford,111609,28.29,2688,162.2,106.7,4,Diesel,Automatic,3,184494
2015,Renault,24452,23.86,845,162.1,148.1,4,Diesel,Manual,1,175385
2003,Volkswagen,90401,22.38,2635,58.8,292.1,5,Petrol,Automatic,2,44626
2017,Ford,50884,13.07,2962,127.2,269.6,4,Electric,Manual,2,172848
2003,Ford,13380,18.61,1730,105.1,345.9,4,Petrol,Manual,1,154982
2015,Maruti,181139,20.37,1666,166.3,93.4,7,CNG,Manual,3,199028
1998,Mahindra,105005,26.3,1878,151.7,377.0,4,Petrol,Automatic,3,147321
2004,Volkswagen,139981,25.77,1854,167.1,393.3,4,Diesel,Manual,3,163906
1997,Mahindra,166503,27.7,1742,79.2,116.9,7,CNG,Automatic,2,127957
2015,Toyota,30015,26.59,1081,193.1,188.5,7,Electric,Manual,1,232367
2003,Maruti,36332,27.11,2412,102.0,358.0,4,Petrol,Automatic,2,168554
2013,Ford,128976,10.08,952,86.2,337.3,4,CNG,Manual,1,98687
2010,Renault,180199,13.57,1636,141.4,253.5,4,Electric,Automatic,2,211604
2010,Mahindra,4530,12.05,1509,130.2,117.3,7,Petrol,Manual,2,191774
2011,Toyota,28202,12.23,2300,74.6,247.6,7,CNG,Manual,2,117934
2012,Kia,31172,12.12,2072,180.6,136.3,6,Petrol,Automatic,1,256104
2004,Honda,191174,19.29,1788,97.9,131.8,5,CNG,Manual,2,105709
2015,Honda,198895,18.52,1031,192.5,300.1,6,Petrol,Manual,1,178758
2013,Toyota,124009,18.18,1326,163.9,358.0,4,CNG,Automatic,2,157005
2016,Ford,5700,14.23,1405,101.5,63.8,7,Electric,Automatic,1,100881
2009,Hyundai,151457,18.63,1691,108.2,297.7,4,Petrol,Automatic,1,83042
2009,Renault,87052,12.6,2476,89.6,62.3,6,CNG,Automatic,3,137457
2005,Hyundai,123920,25.65,1186,53.5,349.8,7,Electric,Automatic,1,100444
2002,Toyota,159151,26.15,1137,79.7,223.1,7,Diesel,Manual,3,45956
2016,Hyundai,10251,26.85,1919,105.2,104.3,6,CNG,Manual,1,120468
2010,Kia,86197,29.88,2456,58.1,195.5,6,Diesel,Manual,3,33131
2004,Toyota,190515,10.72,1924,138.5,295.7,6,Electric,Manual,3,203731
2003,Mahindra,57182,21.39,2267,167.0,147.1,4,CNG,Automatic,1,174240
2009,Kia,5698,14.85,1610,49.6,278.6,4,Electric,Manual,1,52657
2016,Hyundai,3834,18.05,2556,155.9,272.6,6,Electric,Automatic,1,154794
1999,Toyota,32474,26.67,810,174.2,167.5,4,Petrol,Manual,1,164940
2014,Tata,38196,14.65,2482,187.7,389.9,6,CNG,Automatic,3,216896
1996,Maruti,53124,27.67,1768,83.3,166.2,5,Diesel,Manual,2,133771
2016,Maruti,41946,25.12,1558,136.6,121.7,5,Electric,Manual,3,167084
2010,Ford,46319,16.71,2343,127.2,316.1,6,Diesel,Manual,3,134362
2012,Tata,5284,16.19,2916,158.3,201.5,7,CNG,Automatic,2,207835
2010,Toyota,149151,15.68,945,70.5,77.9,5,Petrol,Manual,2,38244
1999,Mahindra,124001,11.05,2759,100.5,376.3,7,Petrol,Manual,1,118797
1995,Mahindra,59317,10.88,956,128.9,368.7,5,Diesel,Automatic,1,174280
2013,Kia,54894,13.85,1595,92.6,277.0,7,CNG,Automatic,2,74214
2004,Mahindra,96683,24.76,872,137.0,95.2,7,Electric,Manual,1,117356
2015,Hyundai,118360,25.01,2549,50.8,224.3,4,Diesel,Manual,1,30000
2023,Ford,4988,23.03,2762,171.5,64.8,4,CNG,Manual,2,187372
2007,Volkswagen,32276,21.97,2033,153.1,298.3,5,Petrol,Automatic,1,233583
2017,Kia,7795,11.57,1012,119.6,110.8,6,CNG,Automatic,2,141097
2018,Ford,168302,11.96,989,108.2,339.0,6,Petrol,Automatic,2,125827
2017,Renault,166794,22.28,803,197.8,280.9,5,Petrol,Automatic,3,234952
2017,Volkswagen,114546,24.46,2303,136.9,72.8,6,Petrol,Automatic,1,216192
2005,Honda,31436,12.64,1496,114.3,228.9,6,Electric,Manual,2,143818
2009,Kia,40465,14.86,2770,109.0,131.0,6,Electric,Manual,3,174337
1996,Ford,95209,20.14,2411,63.0,178.7,6,Diesel,Automatic,3,97363
2000,Volkswagen,166813,13.73,1415,135.9,360.3,4,Diesel,Manual,3,187040
2015,Toyota,44362,12.35,2278,164.7,180.1,4,Diesel,Automatic,2,202846
2005,Volkswagen,189389,27.45,1419,88.2,314.0,4,CNG,Automatic,3,75949
2009,Ford,17050,14.5,2888,156.9,124.6,5,CNG,Manual,2,173230
2003,Honda,138503,11.07,2744,198.6,385.4,5,Petrol,Automatic,1,272551
2006,Volkswagen,162011,28.12,2549,87.4,287.5,4,CNG,Manual,1,66500
2020,Ford,77489,11.15,2080,58.3,265.4,4,Electric,Automatic,1,108470
2021,Honda,17395,24.79,1458,72.4,60.3,4,Diesel,Automatic,3,101417
1998,Hyundai,136534,27.65,2622,68.4,229.4,6,Electric,Manual,1,104796
2022,Maruti,194478,17.68,1066,95.2,230.4,5,Diesel,Automatic,1,93675
2017,Tata,21780,16.95,2377,149.8,239.7,4,Petrol,Automatic,1,147132
2021,Honda,44488,13.9,1830,41.5,356.6,4,Electric,Manual,2,56576
2018,Volkswagen,152656,17.56,2555,185.4,378.8,4,Electric,Manual,2,218249
2008,Hyundai,25544,18.92,2630,182.1,233.0,5,Diesel,Manual,2,196520
2016,Honda,37421,12.53,2670,103.0,358.1,5,Petrol,Automatic,3,148765
1997,Renault,194709,14.32,2670,127.5,87.1,7,Diesel,Automatic,2,168349
2021,Honda,93447,17.47,2840,59.0,369.4,5,Petrol,Automatic,3,42450
2015,Toyota,162699,17.34,1358,57.5,226.9,6,Electric,Manual,2,99492
2011,Hyundai,72298,12.78,2266,43.2,197.0,4,Petrol,Automatic,1,30000
2007,Renault,61452,29.45,2978,179.5,379.1,4,Electric,Manual,1,239198
2002,Tata,20053,27.69,2642,187.9,362.3,4,Petrol,Automatic,2,212284
2006,Kia,31031,27.8,2449,172.8,234.3,5,CNG,Automatic,3,162262
2006,Renault,112875,12.9,2783,185.1,169.6,7,CNG,Manual,1,206843
2006,Toyota,104420,19.72,2804,153.0,191.3,6,Diesel,Automatic,2,233159
2021,Renault,131807,23.71,1036,169.3,303.4,4,CNG,Manual,3,231256
1996,Maruti,80786,10.87,1390,119.9,343.6,4,Electric,Manual,1,163700
2023,Kia,169017,10.45,2678,65.3,367.5,7,Diesel,Automatic,1,61452
2004,Mahindra,53010,13.84,1379,50.9,369.7,4,Electric,Manual,1,95876
2017,Toyota,52170,17.36,1844,198.3,254.4,5,Diesel,Automatic,2,278945
2003,Mahindra,170793,12.65,1035,133.1,136.2,5,Diesel,Automatic,2,140032
1995,Maruti,140309,13.44,851,66.2,258.4,5,Petrol,Manual,1,30000
2023,Hyundai,184938,26.34,1707,75.0,248.3,5,Diesel,Manual,1,97919
1998,Hyundai,133002,25.94,2989,101.6,92.9,5,Diesel,Automatic,2,86208
2017,Kia,145887,25.52,924,75.0,293.9,7,Petrol,Manual,2,108215
2008,Tata,97654,14.81,2211,110.8,339.8,5,CNG,Automatic,3,143827
2010,Honda,88410,14.37,1312,195.4,270.4,4,Electric,Automatic,1,217544
2019,Toyota,109278,27.75,2552,56.5,222.1,4,Electric,Manual,2,119063
2012,Maruti,197855,27.35,1598,121.7,171.8,4,Diesel,Manual,3,164183
1996,Ford,46903,17.35,1486,60.9,175.5,6,Electric,Automatic,2,111289
2000,Ford,158003,21.54,1478,66.5,284.8,4,Petrol,Automatic,2,41076
1997,Renault,142252,24.31,1625,56.4,341.6,6,Electric,Automatic,1,84155
2014,Maruti,182962,28.67,980,88.0,346.8,7,Electric,Manual,2,150024
2013,Kia,174701,11.2,2334,126.4,65.4,4,Diesel,Automatic,1,126513
2007,Hyundai,101091,21.43,1985,175.1,376.7,5,CNG,Automatic,2,246989
2011,Maruti,36981,28.34,1164,82.9,236.7,7,Electric,Automatic,2,114309
2008,Maruti,166359,15.23,1473,170.7,254.6,7,Petrol,Manual,2,249990
2016,Renault,90558,11.52,1374,54.6,122.1,4,CNG,Automatic,2,46946
2005,Honda,156881,12.48,2292,100.4,197.0,6,Petrol,Manual,3,160440
2010,Tata,56043,11.9,2644,65.0,67.8,4,Electric,Manual,2,45599
2005,Tata,91482,11.48,1664,88.5,271.1,6,Electric,Manual,2,116336
2023,Hyundai,106862,13.39,2152,177.5,170.2,5,Diesel,Automatic,3,270121
2012,Hyundai,182954,23.57,2172,96.5,69.8,6,Electric,Automatic,2,68271
1996,Maruti,9834,10.51,1832,165.4,223.4,4,Petrol,Automatic,2,181250
2017,Kia,17415,16.38,810,109.2,135.6,5,CNG,Automatic,1,93615
2015,Maruti,62123,19.61,970,152.1,133.6,6,Petrol,Manual,1,213860
2002,Tata,92626,13.62,922,52.7,200.0,6,CNG,Automatic,3,100586
2008,Kia,150897,12.55,1879,84.3,92.5,6,Electric,Manual,1,70458
1996,Tata,173798,11.18,2031,154.8,208.7,6,CNG,Automatic,1,156609
2007,Tata,64889,29.97,2091,170.1,397.7,7,Petrol,Manual,1,199898
2004,Toyota,95685,12.95,1726,120.2,253.2,6,Electric,Automatic,2,166570
2002,Mahindra,28122,23.65,1889,42.1,330.4,6,Petrol,Manual,3,45319
2001,Maruti,178179,23.36,1750,96.8,148.8,5,Diesel,Manual,1,98330
2007,Honda,13970,22.07,2966,177.4,334.0,7,Petrol,Automatic,3,224747
2020,Tata,49591,25.39,2926,70.1,248.2,4,Petrol,Manual,3,122907
2018,Hyundai,57691,17.25,1408,97.7,219.8,5,Diesel,Automatic,1,132527
2021,Maruti,105349,21.69,2025,199.2,305.2,5,CNG,Manual,1,229182
